Area,Frontage,Floors,Bedrooms,Bathrooms,Legal status,Price
0.5522279035792549,0.375,0.33333333333333337,0.375,0.375,Have certificate,0.4285714285714285
0.4704163623082542,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.11238095238095239
0.5032870708546384,0.375,0.16666666666666666,0.625,0.625,Have certificate,0.5428571428571428
0.4156318480642805,0.5,0.5,0.625,0.375,Have certificate,0.15714285714285714
0.9999999999999999,0.5,0.16666666666666666,0.375,0.375,Have certificate,0.8571428571428571
0.24032140248356465,0.375,0.6666666666666666,0.625,0.625,Have certificate,0.47619047619047616
0.7078159240321402,0.5,0.33333333333333337,0.625,0.625,Have certificate,0.7133333333333333
0.8539079620160701,0.875,0.5,0.375,0.375,Have certificate,0.4619047619047618
0.5471146822498174,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.4571428571428571
0.941563184806428,0.375,0.16666666666666666,0.375,0.125,Have certificate,0.5714285714285714
0.7224251278305331,0.5,0.0,0.125,0.0,Have certificate,0.5523809523809523
0.7151205259313367,1.0,0.33333333333333337,0.625,0.375,Have certificate,0.5333333333333332
0.5690284879474068,1.0,0.0,0.0,0.0,Have certificate,0.4571428571428571
0.23301680058436813,0.5,0.6666666666666666,0.625,0.375,Have certificate,0.23809523809523808
0.5252008765522279,0.625,0.33333333333333337,0.375,0.375,Have certificate,0.638095238095238
0.4302410518626735,0.5,0.5,1.0,0.625,Have certificate,0.5619047619047619
0.7078159240321402,1.0,0.33333333333333337,0.375,0.375,Have certificate,0.27619047619047615
0.2841490138787436,0.19999999999999996,0.5,0.875,0.625,Have certificate,0.7428571428571429
0.9999999999999999,0.625,0.5,0.625,0.625,Have certificate,0.7904761904761906
0.9999999999999999,1.0,0.33333333333333337,0.875,0.625,Have certificate,0.8285714285714284
0.5252008765522279,0.625,0.6666666666666666,0.375,0.375,Have certificate,0.7238095238095237
0.5471146822498174,0.875,0.6666666666666666,0.375,0.375,Have certificate,0.8
0.21840759678597516,0.5,0.6666666666666666,0.375,0.625,Have certificate,0.30000000000000004
0.20379839298758218,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.18095238095238092
0.5880204528853177,0.5,0.5,0.625,0.875,Have certificate,0.7238095238095237
0.3864134404674945,0.575,0.8333333333333334,0.625,0.625,Have certificate,0.4095238095238095
0.6347699050401753,0.625,0.5,0.625,0.875,Have certificate,0.2714285714285714
0.379108838568298,0.375,0.6666666666666666,1.0,0.875,Have certificate,0.6952380952380953
0.34258582907231555,1.0,0.16666666666666666,0.125,0.125,Have certificate,0.27619047619047615
0.45215485756026297,0.5,0.5,0.625,0.875,Have certificate,0.3047619047619048
0.4156318480642805,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.3142857142857142
0.7078159240321402,0.625,0.33333333333333337,0.375,0.625,Sale contract,0.28095238095238095
0.21840759678597516,0.5,0.33333333333333337,0.0,0.0,Sale contract,0.03809523809523807
0.4156318480642805,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.3523809523809524
0.4886778670562454,0.5,0.6666666666666666,0.875,0.625,Have certificate,0.5619047619047619
0.2695398100803506,0.5,0.5,0.875,0.625,Have certificate,0.7714285714285714
0.2695398100803506,0.5,0.6666666666666666,1.0,0.375,Have certificate,0.5
0.45945945945945943,0.375,0.5,0.875,0.375,Have certificate,0.757142857142857
0.23301680058436813,0.5,0.5,0.625,0.375,Have certificate,0.5
0.5178962746530313,0.5,0.16666666666666666,0.625,0.375,Have certificate,0.5552380952380952
0.3060628195763331,0.5,0.16666666666666666,0.125,0.125,Have certificate,0.3238095238095238
0.4886778670562454,0.5,0.33333333333333337,0.375,0.375,Have certificate,0.5523809523809523
0.3060628195763331,0.5,0.33333333333333337,0.375,0.375,Sale contract,0.5714285714285714
0.5982468955441929,0.5,0.16666666666666666,0.625,0.625,Have certificate,0.4666666666666667
0.3279766252739226,0.5,0.5,0.875,0.375,Have certificate,0.5142857142857143
0.38714390065741416,0.42500000000000004,0.5,0.625,0.375,Have certificate,0.5047619047619047
0.2695398100803506,0.5,0.6666666666666666,0.375,0.375,Have certificate,0.6171428571428571
0.24397370343316288,0.275,0.8333333333333334,0.375,0.625,Have certificate,0.2952380952380952
0.24032140248356465,0.5,0.5,0.375,0.375,Have certificate,0.618095238095238
0.44485025566106645,0.375,0.6666666666666666,0.625,0.875,Have certificate,0.5428571428571428
0.06501095690284879,0.125,0.6666666666666666,0.375,0.625,Have certificate,0.0761904761904762
0.6347699050401753,0.5,0.33333333333333337,0.375,0.125,Have certificate,0.20952380952380956
0.36449963476990505,0.44999999999999996,0.6666666666666666,1.0,0.875,Have certificate,0.5133333333333333
0.6785975164353543,0.75,0.16666666666666666,0.875,0.875,Have certificate,0.7142857142857143
0.20379839298758218,0.925,0.33333333333333337,0.625,0.375,Have certificate,0.5523809523809523
